Sentence,Word,POS,Tag
,acha,IN,O
,hai,IN,O
,magar,IN,O
,tumhara,IN,O
,kya,IN,O
,banay,IN,O
,ga,IN,O
,nooray,IN,B-per
,sponsored,IN,O
,links,IN,O
,
Sentence: 9735,Khandan,IN,O
,ke,IN,O
,logoun,IN,O
,ke,IN,O
,sath,IN,O
,mulaqaat,IN,O
,ke,IN,O
,douran,IN,O
,unki,IN,O
,Johnson,IN,B-per
,se,IN,O
,bhi,IN,O
,mulaqaat,IN,O
,hui,IN,O
,thi,IN,O
,.,IN,O
,
Sentence: 9736,W,IN,O
,slam,IN,O
,subah,IN,O
,bakhair,IN,O
,.,IN,O
,Ap,IN,O
,ko,IN,O
,b,IN,O
,jumma,IN,O
,mbrk,IN,O
,.,IN,O
,Ap,IN,O
,b,IN,O
,dua,IN,O
,mn,IN,O
,sub,IN,O
,ko,IN,O
,yad,IN,O
,rakhain,IN,O
,
Sentence: 9737,Mazkorh,IN,O
,waqea,IN,O
,jummay,IN,O
,ke,IN,O
,awail,IN,O
,mein,IN,O
,is,IN,O
,waqt,IN,O
,pesh,IN,O
,aaya,IN,O
,+-+-,IN,O
,Jab,IN,O
,police,IN,O
,ki,IN,O
,team,IN,O
,ne,IN,O
,mulzimoun,IN,O
,ko,IN,O
,mutasirah,IN,O
,ka,IN,O
,mobile,IN,O
,baziyaft,IN,O
,karne,IN,O
,aur,IN,O
,iss,IN,O
,waqea,IN,O
,se,IN,O
,mutaliq,IN,O
,tafteesh,IN,O
,karne,IN,O
,ke,IN,O
,liye,IN,O
,laya,IN,O
,tha,IN,O
,.,IN,O
,
Sentence: 9738,Chicago,IN,B-loc
,mein,IN,O
,firing,IN,O
,ker,IN,O
,ke,IN,O
,7,IN,O
,logon,IN,O
,ko,IN,O
,qatal,IN,O
,ker,IN,O
,diya,IN,O
,gaya,IN,O
,
Sentence: 9739,Dimuth,IN,B-per
,Karunaratne,IN,I-per
,(,IN,O
,captain,IN,O
,),IN,O
,+-+-,IN,O
,Avishka,IN,B-per
,Fernando,IN,I-per
,+-+-,IN,O
,Lahiru,IN,B-per
,Thirimanne,IN,I-per
,+-+-,IN,O
,Kusal,IN,B-per
,Perera,IN,I-per
,+-+-,IN,O
,Kusal,IN,B-per
,Mendis,IN,I-per
,+-+-,IN,O
,Angelo,IN,B-per
,Mathews,IN,I-per
,+-+-,IN,O
,Dhananjaya,IN,B-per
,de,IN,I-per
,Silva,IN,I-per
,+-+-,IN,O
,Jeffery,IN,B-per
,Vandersay,IN,I-per
,+-+-,IN,O
,Thisara,IN,B-per
,Perera,IN,I-per
,+-+-,IN,O
,Isuru,IN,B-per
,Udana,IN,I-per
,+-+-,IN,O
,Lasith,IN,B-per
,Malinga,IN,I-per
,+-+-,IN,O
,Suranga,IN,B-per
,Lakmal,IN,I-per
,+-+-,IN,O
,Nuwan,IN,B-per
,Pradeep,IN,I-per
,+-+-,IN,O
,Jeevan,IN,B-per
,Mendis,IN,I-per
,+-+-,IN,O
,Milinda,IN,B-per
,Siriwardana,IN,I-per
,
Sentence: 9740,Saazon,IN,O
,ki,IN,O
,sangat,IN,O
,mein,IN,O
,pesh,IN,O
,ki,IN,O
,jane,IN,O
,wali,IN,O
,in,IN,O
,nazmon,IN,O
,ko,IN,O
,wo,IN,O
,Theka,IN,O
,kaha,IN,O
,karte,IN,O
,the,IN,O
,
Sentence: 9741,Ye,IN,O
,kami,IN,O
,corona,IN,O
,waba,IN,O
,aur,IN,O
,muqami,IN,O
,satah,IN,O
,par,IN,O
,ugai,IN,O
,gayi,IN,O
,sabzion,IN,O
,ke,IN,O
,taaza,IN,O
,stock,IN,O
,ki,IN,O
,baazaaron,IN,O
,mein,IN,O
,aamad,IN,O
,ke,IN,O
,nateeja,IN,O
,mein,IN,O
,huvi,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 9742,isse,IN,O
,bakwaas,IN,O
,aur,IN,O
,faltu,IN,O
,movie,IN,O
,koi,IN,O
,aur,IN,O
,ho,IN,O
,hi,IN,O
,nhi,IN,O
,sakti?,IN,O
,
Sentence: 9743,khsaad,IN,B-per
,rafique,IN,I-per
,hai,IN,O
,khushbu,IN,O
,khushbu,IN,O
,pta,IN,O
,bta,IN,O
,do,IN,O
,kahan,IN,O
,kheli,IN,O
,mein,IN,O
,us,IN,O
,say,IN,O
,milon,IN,O
,ga,IN,O
,suna,IN,O
,hai,IN,O
,yahan,IN,O
,koi,IN,O
,azad,IN,O
,ommeed,IN,O
,w,IN,O
,
Sentence: 9744,umarcheema1,IN,O
,reham,IN,B-per
,ki,IN,O
,bat,IN,O
,ka,IN,O
,aitebar,IN,O
,aisa,IN,O
,hi,IN,O
,hai,IN,O
,jaisay,IN,O
,ummat,IN,B-org
,may,IN,O
,mqm,IN,B-org
,k,IN,O
,khilaf,IN,O
,news,IN,O
,per,IN,O
,bharosa,IN,O
,kerna,IN,O
,
Sentence: 9745,Number,IN,O
,4,IN,O
,par,IN,O
,ambati,IN,B-per
,rayudu,IN,I-per
,jinhoun,IN,O
,ney,IN,O
,Australia,IN,B-loc
,aur,IN,O
,New,IN,B-loc
,Zealand,IN,I-loc
,ke,IN,O
,doroun,IN,O
,par,IN,O
,shandaar,IN,O
,muzahirey,IN,O
,kiye,IN,O
,they,IN,O
,woh,IN,O
,Australia,IN,B-loc
,ke,IN,O
,khilaaf,IN,O
,home,IN,O
,series,IN,O
,mein,IN,O
,is,IN,O
,ka,IN,O
,tasalsul,IN,O
,barqarar,IN,O
,nahi,IN,O
,rakh,IN,O
,paye,IN,O
,lehaza,IN,O
,ab,IN,O
,number,IN,O
,4,IN,O
,par,IN,O
,rayudu,IN,O
,ya,IN,O
,teesre,IN,O
,opener,IN,O
,Rahul,IN,B-per
,ke,IN,O
,intekhab,IN,O
,ka,IN,O
,masla,IN,O
,paida,IN,O
,hogaya,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 9746,Sir,IN,O
,Abdullah,IN,B-per
,haroon,IN,I-per
,ki,IN,O
,koshishon,IN,O
,aur,IN,O
,muslim,IN,B-org
,league,IN,I-org
,ki,IN,O
,markazi,IN,O
,majlis,IN,O
,e,IN,O
,aamla,IN,O
,ke,IN,O
,tawwun,IN,O
,se,IN,O
,7,IN,O
,se,IN,O
,10,IN,O
,October,IN,O
,1938,IN,O
,ko,IN,O
,aik,IN,O
,azeem,IN,O
,ul,IN,O
,shaan,IN,O
,conference,IN,O
,Karachi,IN,B-loc
,ke,IN,O
,eid,IN,O
,gaah,IN,O
,meydan,IN,O
,mein,IN,O
,munaqid,IN,O
,hui,IN,O
,
Sentence: 9747,kamal,IN,O
,ha,IN,O
,yaha,IN,O
,ki,IN,O
,sub,IN,O
,post,IN,O
,
Sentence: 9748,buhat,IN,O
,acha,IN,O
,kia,IN,O
,ab,IN,O
,zara,IN,O
,ghadey,IN,O
,walo,IN,O
,ko,IN,O
,b,IN,O
,pakar,IN,O
,lein,IN,O
,dono,IN,O
,bey,IN,O
,zuban,IN,O
,insaf,IN,O
,k,IN,O
,mustahiq,IN,O
,hein,IN,O
,
Sentence: 9749,kuttey,IN,O
,ki,IN,O
,tarah,IN,O
,bhonk,IN,O
,mat,IN,O
,
Sentence: 9750,hmmmm,IN,O
,!,IN,O
,so,IN,O
,nice,IN,O
,to,IN,O
,kch,IN,O
,badhya,IN,O
,recipes,IN,O
,share,IN,O
,karen,IN,O
,na,IN,O
,.,IN,O
,
Sentence: 9751,New,IN,B-loc
,Delhi>:,IN,I-loc
,BJP,IN,B-org
,ke,IN,O
,Bihar,IN,B-org
,Assembly,IN,I-org
,intikhabaat,IN,O
,ke,IN,O
,liye,IN,O
,manshoor,IN,O
,mein,IN,O
,riyasat,IN,O
,ke,IN,O
,awam,IN,O
,ke,IN,O
,liye,IN,O
,corona,IN,O
,vaccine,IN,O
,muft,IN,O
,muhayya,IN,O
,karwanay,IN,O
,ke,IN,O
,waday,IN,O
,par,IN,O
,Delhi,IN,B-loc
,ke,IN,O
,Chief,IN,O
,Minister,IN,O
,Arvind,IN,B-per
,Kejriwal,IN,I-per
,ne,IN,O
,BJP,IN,B-org
,par,IN,O
,shadeed,IN,O
,tanqeed,IN,O
,ki,IN,O
,aur,IN,O
,kaha,IN,O
,ke,IN,O
,is,IN,O
,par,IN,O
,sabhi,IN,O
,ka,IN,O
,haq,IN,O
,hai,IN,O
,aur,IN,O
,yeh,IN,O
,pooray,IN,O
,mulk,IN,O
,mein,IN,O
,muft,IN,O
,milni,IN,O
,chahiye,IN,O
,.,IN,O
,
Sentence: 9752,ki,IN,O
,ashat,IN,O
,ke,IN,O
,bas,IN,O
,unhien,IN,O
,1944,IN,O
,mein,IN,O
,Moqadme,IN,O
,ka,IN,O
,samna,IN,O
,kerna,IN,O
,para,IN,O
,unhon,IN,O
,ne,IN,O
,1946,IN,O
,mein,IN,O
,adab,IN,O
,latif,IN,O
,ki,IN,O
,adarat,IN,O
,chordi,IN,O
,issi,IN,O
,baras,IN,O
,unka,IN,O
,majmua,IN,O
,kalam,IN,O
,Jalal,IN,O
,o,IN,O
,Jamal,IN,O
,shae,IN,O
,hua,IN,O
,iss,IN,O
,se,IN,O
,pehley,IN,O
,app,IN,O
,ka,IN,O
,shari,IN,O
,majmua,IN,O
,Dharken,IN,O
,aur,IN,O
,tarajum,IN,O
,ka,IN,O
,aik,IN,O
,majmua,IN,O
,shae,IN,O
,ho,IN,O
,chuka,IN,O
,tha,IN,O
,
Sentence: 9753,Selma,IN,B-per
,Lagerlof,IN,I-per
,ke,IN,O
,novel,IN,O
,aur,IN,O
,kahaniyon,IN,O
,ke,IN,O
,mutarajim,IN,O
,duniya,IN,O
,ki,IN,O
,kai,IN,O
,zabanon,IN,O
,mein,IN,O
,ho,IN,O
,chuke,IN,O
,hain,IN,O
,
Sentence: 9754,kitnay,IN,O
,paisay,IN,O
,milay,IN,O
,is,IN,O
,shafi,IN,B-per
,ko,IN,O
,dala,IN,O
,
Sentence: 9755,Sindh,IN,B-org
,Govt,IN,I-org
,Ne,IN,O
,Rangers,IN,O
,Ke,IN,O
,Ikhtiarat,IN,O
,Mein,IN,O
,30,IN,O
,Din,IN,O
,Ki,IN,O
,Tausee,IN,O
,Ka,IN,O
,Notification,IN,O
,Jaari,IN,O
,Kiya,IN,O
,Jis,IN,O
,Ki,IN,O
,Tauseeq,IN,O
,Sindh,IN,B-org
,Assembly,IN,I-org
,Se,IN,O
,Karai,IN,O
,Jayegi,IN,O
,
Sentence: 9756,hehe,IN,O
,apko,IN,O
,pta,IN,O
,yeh,IN,O
,kis,IN,O
,ne,IN,O
,edit,IN,O
,ki?,IN,O
,
Sentence: 9757,Riyadh>:,IN,B-loc
,Saudi,IN,B-loc
,Arab,IN,I-loc
,ke,IN,O
,ek,IN,O
,mumtaz,IN,O
,mufti,IN,O
,ney,IN,O
,daawa,IN,O
,kiya,IN,O
,hai,IN,O
,ke,IN,O
,Palestine,IN,B-loc
,ki,IN,O
,azadi,IN,O
,ke,IN,O
,liye,IN,O
,jehaad,IN,O
,karna,IN,O
,sharai,IN,O
,fareeza,IN,O
,nahi,IN,O
,hai,IN,O
,.,IN,O
,
Sentence: 9758,Is,IN,O
,tarha,IN,O
,mujhe,IN,O
,kaam,IN,O
,karne,IN,O
,mein,IN,O
,maza,IN,O
,aaega,IN,O
,aur,IN,O
,logon,IN,O
,ko,IN,O
,bhi,IN,O
,nea,IN,O
,pan,IN,O
,ka,IN,O
,aehsaas,IN,O
,hoga,IN,O
,
Sentence: 9759,Jis,IN,O
,terhan,IN,O
,unhoun,IN,O
,ne,IN,O
,Rajasthan,IN,B-loc
,ke,IN,O
,khilaaf,IN,O
,opener,IN,O
,Mayank,IN,B-per
,Agarwal,IN,I-per
,ke,IN,O
,sath,IN,O
,pehli,IN,O
,wicket,IN,O
,ke,IN,O
,liye,IN,O
,Record,IN,O
,183,IN,O
,runs,IN,O
,banaye,IN,O
,woh,IN,O
,na,IN,O
,qabil,IN,O
,yaqeen,IN,O
,tha,IN,O
,.,IN,O
,
Sentence: 9760,operation,IN,O
,islamabad,IN,B-loc
,hoga,IN,O
,+-+-,IN,O
,imran,IN,B-per
,ke,IN,O
,qilley,IN,O
,per,IN,O
,charhai,IN,O
,hogi,IN,O
,aur,IN,O
,selected,IN,O
,wazeer,IN,O
,e,IN,O
,azam,IN,O
,ko,IN,O
,gaddi,IN,O
,se,IN,O
,hata,IN,O
,diya,IN,O
,jaye,IN,O
,ga,IN,O
,
Sentence: 9761,wazeer,IN,O
,e,IN,O
,azam,IN,O
,ne,IN,O
,governor,IN,B-loc
,house,IN,I-loc
,nathia,IN,I-loc
,gali,IN,I-loc
,awam,IN,O
,ke,IN,O
,liye,IN,O
,khol,IN,O
,diya,IN,O
,
Sentence: 9762,Nationalist,IN,B-org
,congress,IN,I-org
,party,IN,I-org
,ke,IN,O
,Sharad,IN,B-per
,Pawar,IN,I-per
,aur,IN,O
,Praful,IN,B-per
,Patel,IN,I-per
,+-+-,IN,O
,marksist,IN,B-org
,Communist,IN,I-org
,party,IN,I-org
,ke,IN,O
,Sitaram,IN,B-per
,Yechury,IN,I-per
,+-+-,IN,O
,Jharkhand,IN,B-org
,mukti,IN,I-org
,morcha,IN,I-org
,ke,IN,O
,Hemant,IN,B-per
,Soren,IN,I-per
,+-+-,IN,O
,Ke,IN,O
,ilawa,IN,O
,deegar,IN,O
,kayi,IN,O
,ahem,IN,O
,rehnumao,IN,O
,ne,IN,O
,shirkat,IN,O
,ki,IN,O
,.,IN,O
,
Sentence: 9763,nawaz,IN,B-per
,sharif,IN,I-per
,ko,IN,O
,elaaj,IN,O
,ke,IN,O
,liye,IN,O
,bahir,IN,O
,na,IN,O
,janey,IN,O
,de,IN,O
,ker,IN,O
,toheen,IN,O
,e,IN,O
,adaalat,IN,O
,ki,IN,O
,ja,IN,O
,rahi,IN,O
,hai,IN,O
,
Sentence: 9764,58,IN,O
,crore,IN,O
,rupay,IN,O
,aur,IN,O
,runners,IN,O
,up,IN,O
,team,IN,O
,ko,IN,O
,28,IN,O
,million,IN,O
,dollars,IN,O
,yani,IN,O
,Hindustani,IN,O
,189,IN,O
,.,IN,O
,
Sentence: 9765,is,IN,O
,mobile,IN,O
,bettery,IN,O
,time,IN,O
,bht,IN,O
,acha,IN,O
,hai,IN,O
,camera,IN,O
,result,IN,O
,b,IN,O
,acha,IN,O
,hai,IN,O
,
Sentence: 9766,Adalat,IN,O
,ne,IN,O
,guzashta,IN,O
,27,IN,O
,November,IN,O
,ko,IN,O
,mutaliqa,IN,O
,darkhwastoun,IN,O
,par,IN,O
,faisla,IN,O
,mehfooz,IN,O
,karliya,IN,O
,tha,IN,O
,.,IN,O
,
Sentence: 9767,Mohammad,IN,B-per
,Shami,IN,I-per
,ko,IN,O
,America,IN,B-loc
,visa,IN,O
,mil,IN,O
,gaya,IN,O
,
Sentence: 9768,wafaqi,IN,O
,wazeer,IN,O
,e,IN,O
,dakhila,IN,O
,ne,IN,O
,challenge,IN,O
,kiya,IN,O
,hai,IN,O
,ke,IN,O
,koi,IN,O
,mai,IN,O
,ka,IN,O
,laal,IN,O
,hakumat,IN,O
,nahi,IN,O
,gira,IN,O
,sakta,IN,O
,
Sentence: 9769,imran,IN,B-per
,khan,IN,I-per
,bani,IN,B-loc
,gala,IN,I-loc
,k,IN,O
,gher,IN,O
,ko,IN,O
,ajayebgher,IN,O
,banaye,IN,O
,awam,IN,O
,ka,IN,O
,mutalba,IN,O
,nayapakistan,IN,O
,
Sentence: 9770,ejaz,IN,B-per
,ch,IN,I-per
,b,IN,O
,ak,IN,O
,option,IN,O
,ha,IN,O
,president,IN,O
,pti,IN,B-org
,punjab,IN,B-loc
,
Sentence: 9771,loud,IN,O
,speaker,IN,O
,act,IN,O
,ki,IN,O
,khilaaf,IN,O
,warzi,IN,O
,ka,IN,O
,muqadma,IN,O
,thaana,IN,B-loc
,soldier,IN,I-loc
,bazaar,IN,I-loc
,mein,IN,O
,2015,IN,O
,mein,IN,O
,darj,IN,O
,howa,IN,O
,tha,IN,O
,+-+-,IN,O
,Farooq,IN,B-per
,Sattar,IN,I-per
,aur,IN,O
,mayor,IN,O
,Karachi,IN,B-loc
,zamanat,IN,O
,par,IN,O
,raha,IN,O
,hain,IN,O
,.,IN,O
,
Sentence: 9772,Zaraye,IN,O
,ke,IN,O
,mutabiq,IN,O
,mulaqaat,IN,O
,mein,IN,O
,netherland,IN,B-loc
,ki,IN,O
,safeer,IN,O
,nay,IN,O
,Sindh,IN,B-loc
,mein,IN,O
,zarayi,IN,O
,o,IN,O
,aab,IN,O
,paashi,IN,O
,shobo,IN,O
,mein,IN,O
,kaam,IN,O
,karne,IN,O
,ke,IN,O
,hawalay,IN,O
,se,IN,O
,dilchaspi,IN,O
,ka,IN,O
,izhaar,IN,O
,kya,IN,O
,+-+-,IN,O
,mulaqaat,IN,O
,mein,IN,O
,Netherland,IN,B-loc
,ke,IN,O
,aizazi,IN,O
,council,IN,O
,general,IN,O
,tarek,IN,B-per
,Moueen,IN,I-per
,Aldeen,IN,I-per
,Khan,IN,I-per
,nay,IN,O
,bhi,IN,O
,shirkat,IN,O
,ki,IN,O
,.,IN,O
,
Sentence: 9773,league,IN,O
,spiner,IN,O
,Mohammad,IN,B-per
,Rafeeq,IN,I-per
,Khan,IN,I-per
,ne,IN,O
,maano,IN,O
,ke,IN,O
,liye,IN,O
,18,IN,O
,run,IN,O
,dekar,IN,O
,3,IN,O
,wicket,IN,O
,liye,IN,O
,.,IN,O
,
Sentence: 9774,Mujay,IN,O
,sahir,IN,B-per
,se,IN,O
,koe,IN,O
,lana,IN,O
,dana,IN,O
,nae,IN,O
,.,IN,O
,.,IN,O
,wo,IN,O
,gatar,IN,O
,ho,IN,O
,ya,IN,O
,naaala,IN,O
,.,IN,O
,.,IN,O
,mujy,IN,O
,ye,IN,O
,bataen,IN,O
,is,IN,O
,gandagi,IN,O
,m,IN,O
,log,IN,O
,kyon,IN,O
,shareek,IN,O
,ho,IN,O
,rahy,IN,O
,hain??raiting,IN,O
,dany,IN,O
,waly,IN,O
,b,IN,O
,tu,IN,O
,log,IN,O
,hi,IN,O
,hain,IN,O
,
Sentence: 9775,jali,IN,O
,note,IN,O
,chapna,IN,O
,jis,IN,O
,per,IN,O
,eid,IN,O
,mubarak,IN,O
,likha,IN,O
,ho,IN,O
,wo,IN,O
,koe,IN,O
,jurm,IN,O
,nhi,IN,O
,he,IN,O
,pr,IN,O
,ap,IN,O
,ne,IN,O
,apny,IN,O
,programe,IN,O
,me,IN,O
,editing,IN,O
,kr,IN,O
,k,IN,O
,is,IN,O
,tarhan,IN,O
,pesh,IN,O
,kiya,IN,O
,jesy,IN,O
,k,IN,O
,wo,IN,O
,press,IN,O
,wala,IN,O
,jali,IN,O
,corrency,IN,O
,chapta,IN,O
,ho,IN,O
,+-+-,IN,O
,
Sentence: 9776,Vote,IN,O
,zaroot,IN,O
,dain,IN,O
,mgr,IN,O
,smooch,IN,O
,kr,IN,O
,
Sentence: 9777,pti,IN,B-org
,inshallah,IN,O
,punjab,IN,B-loc
,men,IN,O
,hakomat,IN,O
,banaye,IN,O
,gi,IN,O
,mera<PER--,IN,O
,imran,IN,O
,khan>,IN,O
,ki,IN,O
,jorat,IN,O
,ko,IN,O
,salam,IN,O
,imran,IN,B-per
,khan,IN,I-per
,ko,IN,O
,kehte,IN,O
,hen,IN,O
,dhandli,IN,O
,hoi,IN,O
,he,IN,O
,
Sentence: 9778,Masjid,IN,B-loc
,Aqsa,IN,I-loc
,ke,IN,O
,Director,IN,O
,Sheikh,IN,B-per
,Omar,IN,I-per
,Al-Kuswani,IN,I-per
,>ne,IN,I-per
,kaha,IN,I-per
,hai,IN,I-per
,ke,IN,I-per
,Masjid,IN,B-loc
,Aqsa,IN,I-loc
,juzwi,IN,O
,tor,IN,O
,par,IN,O
,nahi,IN,O
,kholi,IN,O
,jayegi,IN,O
,aur,IN,O
,nah,IN,O
,Namaz,IN,O
,ke,IN,O
,liye,IN,O
,Masjid,IN,O
,anay,IN,O
,waloun,IN,O
,ki,IN,O
,tadaad,IN,O
,mutayyan,IN,O
,hogi,IN,O
,.,IN,O
,
Sentence: 9779,yes,IN,O
,mujhy,IN,O
,bhi,IN,O
,yehi,IN,O
,feel,IN,O
,hua,IN,O
,tha,IN,O
,kuch,IN,O
,over,IN,O
,hain,IN,O
,teenoun,IN,O
,.,IN,O
,.,IN,O
,
Sentence: 9780,SDPI,IN,B-org
,ke,IN,O
,11th,IN,O
,yom-e-Tasees,IN,O
,ke,IN,O
,mauqa,IN,O
,par,IN,O
,mein,IN,O
,aap,IN,O
,ko,IN,O
,dili,IN,O
,mubarakbaad,IN,O
,pesh,IN,O
,karte,IN,O
,hue,IN,O
,aap,IN,O
,se,IN,O
,guzarish,IN,O
,karta,IN,O
,honke,IN,O
,ek,IN,O
,naye,IN,O
,Hindustan,IN,B-loc
,ki,IN,O
,taamer,IN,O
,ki,IN,O
,koshish,IN,O
,mein,IN,O
,aap,IN,O
,tamam,IN,O
,party,IN,O
,ka,IN,O
,bhar,IN,O
,poor,IN,O
,sath,IN,O
,den,IN,O
,.,IN,O
,
Sentence: 9781,ik,IN,B-per
,ki,IN,O
,pc,IN,O
,thi,IN,O
,4,IN,O
,bje,IN,O
,kahan,IN,O
,gayi,IN,O
,
Sentence: 9782,Nai,IN,O
,qarardad,IN,O
,ke,IN,O
,zareya,IN,O
,is,IN,O
,baat,IN,O
,ke,IN,O
,liye,IN,O
,raah,IN,O
,hamwar,IN,O
,ho,IN,O
,gi,IN,O
,ke,IN,O
,United,IN,B-org
,Nations,IN,I-org
,+-+-,IN,O
,Myanmar,IN,B-loc
,mein,IN,O
,jarayim,IN,O
,ke,IN,O
,baarey,IN,O
,mein,IN,O
,saboot,IN,O
,jama,IN,O
,karne,IN,O
,ke,IN,O
,wastay,IN,O
,lakhoon,IN,O
,dollar,IN,O
,mukhtas,IN,O
,kare,IN,O
,.,IN,O
,
Sentence: 9783,Interview,IN,O
,3,IN,O
,+-+-,IN,O
,4,IN,O
,aur,IN,O
,5,IN,O
,January,IN,O
,2020,IN,O
,ko,IN,O
,honge,IN,O
,.,IN,O
,
Sentence: 9784,nai,IN,O
,qeemat,IN,O
,hafta,IN,O
,se,IN,O
,nafiz,IN,O
,ul,IN,O
,amal,IN,O
,hai,IN,O
,aur,IN,O
,10,IN,O
,october,IN,O
,tak,IN,O
,nafiz,IN,O
,rahaygi,IN,O
,.,IN,O
,
Sentence: 9785,Shahbaz,IN,B-per
,Sharif,IN,I-per
,bureaucrats,IN,O
,ko,IN,O
,bandh,IN,O
,kar,IN,O
,rakha,IN,O
,aur,IN,O
,surkh,IN,O
,fattay,IN,O
,jesi,IN,O
,lanat,IN,O
,ka,IN,O
,khatma,IN,O
,kardiya,IN,O
,
Sentence: 9786,janjuasaleem,IN,B-per
,mirzakhalid1234,IN,O
,talathussain12,IN,O
,koi,IN,O
,ya,IN,O
,btya,IN,O
,ga,IN,O
,ky,IN,O
,pti,IN,B-org
,ka,IN,O
,vote,IN,O
,pppp,IN,B-org
,k,IN,O
,hain,IN,O
,ya,IN,O
,pmln,IN,B-org
,ky,IN,O
,vote,IN,O
,pppp,IN,B-org
,k,IN,O
,
Sentence: 9787,Kaarkunon,IN,O
,ko,IN,O
,jo,IN,O
,jheeloun,IN,O
,par,IN,O
,water,IN,O
,hyacinth,IN,O
,aur,IN,O
,dasti,IN,O
,Anti,IN,O
,ladawa,IN,O
,operation,IN,O
,ko,IN,O
,saaf,IN,O
,karne,IN,O
,ke,IN,O
,liye,IN,O
,tainaat,IN,O
,they,IN,O
,ab,IN,O
,inhen,IN,O
,dosray,IN,O
,ilaqoun,IN,O
,mein,IN,O
,muntaqil,IN,O
,kiya,IN,O
,jaye,IN,O
,ga,IN,O
,.,IN,O
,
Sentence: 9788,achaaa,IN,O
,but,IN,O
,es,IN,O
,mano,IN,O
,bili,IN,O
,name,IN,O
,ko,IN,O
,to,IN,O
,main,IN,O
,5,IN,O
,months,IN,O
,pehle,IN,O
,se,IN,O
,janta,IN,O
,hyun,IN,O
,khair,IN,O
,its,IN,O
,ok,IN,O
,ap,IN,O
,new,IN,O
,user,IN,O
,ho,IN,O
,hmmmmm,IN,O
,-,IN,O
,acha,IN,O
,laga,IN,O
,.,IN,O
,
Sentence: 9789,chkashifali20,IN,O
,mughalkb,IN,O
,qk,IN,O
,unhy,IN,O
,pata,IN,O
,hy,IN,O
,unhy,IN,O
,bi,IN,O
,muft,IN,O
,mn,IN,O
,jail,IN,O
,mn,IN,O
,daal,IN,O
,dia,IN,O
,jy,IN,O
,ga,IN,O
,ap,IN,O
,unki,IN,O
,is,IN,O
,baher,IN,O
,jany,IN,O
,wali,IN,O
,baat,IN,O
,ko,IN,O
,
Sentence: 9790,sherkhan4400,IN,O
,kamranrafiqkhan,IN,B-per
,sabirmehmood26,IN,O
,pti,IN,B-org
,agar,IN,O
,rabita,IN,O
,karey,IN,O
,ga,IN,O
,ppp,IN,B-org
,se,IN,O
,tu,IN,O
,madia,IN,O
,mein,IN,O
,taufan,IN,O
,barpa,IN,O
,hu,IN,O
,jaye,IN,O
,ga,IN,O
,tamam,IN,O
,channels,IN,O
,
Sentence: 9791,Princes,IN,O
,Charles,IN,B-per
,se,IN,O
,28,IN,O
,August,IN,O
,1996,IN,O
,ko,IN,O
,baqaidah,IN,O
,talaq,IN,O
,ke,IN,O
,bad,IN,O
,wo,IN,O
,jitney,IN,O
,arse,IN,O
,zindah,IN,O
,rahein,IN,O
,+-+-,IN,O
,is,IN,O
,doran,IN,O
,yake,IN,O
,bad,IN,O
,degare,IN,O
,do,IN,O
,mardon,IN,O
,se,IN,O
,un,IN,O
,ka,IN,O
,taluq,IN,O
,khatir,IN,O
,istawar,IN,O
,howa,IN,O
,.,IN,O
,
Sentence: 9792,allah,IN,O
,ko,IN,O
,pata,IN,O
,tha,IN,O
,mey,IN,O
,ik,IN,O
,bilkul,IN,O
,sach,IN,O
,bol,IN,O
,raha,IN,O
,tha,IN,O
,allah,IN,O
,ki,IN,O
,laathi,IN,O
,beawaaz,IN,O
,
Sentence: 9793,nazreen,IN,O
,ko,IN,O
,kuch,IN,O
,nahi,IN,O
,bataya,IN,O
,gaya,IN,O
,tha,IN,O
,ke,IN,O
,vidar,IN,O
,mein,IN,O
,gandhi,IN,O
,ki,IN,O
,Shabeeh,IN,O
,hai,IN,O
,lekin,IN,O
,Bartanwi,IN,O
,hukkaam,IN,O
,ne,IN,O
,usay,IN,O
,pehlay,IN,O
,hi,IN,O
,bhaanp,IN,O
,liya,IN,O
,aur,IN,O
,is,IN,O
,par,IN,O
,pabandi,IN,O
,Aed,IN,O
,kardi,IN,O
,thi,IN,O
,.,IN,O
,
Sentence: 9794,areee,IN,O
,darte,IN,O
,to,IN,O
,tum,IN,O
,pak,IN,B-loc
,wale,IN,O
,ho,IN,O
,modi,IN,B-per
,k,IN,O
,naam,IN,O
,se,IN,O
,shayed,IN,O
,pakistan,IN,B-per
,bhul,IN,O
,gya,IN,O
,h,IN,O
,baap,IN,O
,baap,IN,O
,hota,IN,O
,hai,IN,O
,
Sentence: 9795,talathussain12,IN,O
,pti,IN,B-org
,ko,IN,O
,kuch,IN,O
,ni,IN,O
,kehna,IN,O
,bhai,IN,O
,
Sentence: 9796,Jo,IN,O
,bany,IN,O
,wo,IN,O
,bhugtay,IN,O
,
Sentence: 9797,Mjhe,IN,O
,chye,IN,O
,inbox,IN,O
,Karen,IN,O
,plZ,IN,O
,
Sentence: 9798,2014,IN,O
,hamza,IN,O
,se,IN,O
,ab,IN,O
,tak,IN,O
,bandargaah,IN,O
,par,IN,O
,dhamaka,IN,O
,khaiz,IN,O
